sender,receiver,timestamp,topic
staff_12@company.com,staff_14@company.com,2024-02-06,Coffee
ceo@company.com,staff_07@company.com,2024-01-19,Planning
hr_lead@company.com,staff_01@company.com,2024-02-29,Coffee
sales_lead@company.com,staff_10@company.com,2024-01-24,Planning
sales_lead@company.com,staff_01@company.com,2024-01-22,Coffee
ceo@company.com,staff_07@company.com,2024-01-21,Update
staff_05@company.com,staff_02@company.com,2024-01-20,Planning
staff_12@company.com,staff_11@company.com,2024-01-05,Update
staff_07@company.com,staff_01@company.com,2024-02-26,Report
cto@company.com,eng_lead@company.com,2024-02-09,Report
staff_04@company.com,eng_lead@company.com,2024-01-12,Report
eng_lead@company.com,staff_05@company.com,2024-01-01,Sync
staff_12@company.com,staff_02@company.com,2024-02-03,Planning
hr_lead@company.com,ceo@company.com,2024-01-09,Report
sales_lead@company.com,staff_03@company.com,2024-02-21,Update
sales_lead@company.com,staff_08@company.com,2024-01-27,Update
staff_01@company.com,staff_07@company.com,2024-02-04,Report
staff_03@company.com,hr_lead@company.com,2024-01-21,Planning
staff_04@company.com,hr_lead@company.com,2024-01-24,Sync
staff_08@company.com,staff_10@company.com,2024-01-05,Planning
staff_06@company.com,staff_04@company.com,2024-02-07,Coffee
staff_09@company.com,staff_06@company.com,2024-02-05,Update
hr_lead@company.com,staff_15@company.com,2024-01-22,Update
staff_07@company.com,eng_lead@company.com,2024-01-23,Coffee
ceo@company.com,staff_11@company.com,2024-01-06,Sync
hr_lead@company.com,staff_03@company.com,2024-02-16,Sync
eng_lead@company.com,staff_04@company.com,2024-01-23,Sync
staff_03@company.com,hr_lead@company.com,2024-03-01,Coffee
sales_lead@company.com,staff_09@company.com,2024-02-02,Report
staff_09@company.com,staff_10@company.com,2024-01-18,Coffee
ceo@company.com,staff_11@company.com,2024-01-14,Update
cto@company.com,staff_03@company.com,2024-02-23,Coffee
staff_05@company.com,staff_06@company.com,2024-02-03,Report
ceo@company.com,staff_03@company.com,2024-02-27,Sync
staff_08@company.com,staff_03@company.com,2024-01-23,Sync
staff_11@company.com,staff_08@company.com,2024-02-24,Update
ceo@company.com,staff_15@company.com,2024-01-08,Update
ceo@company.com,staff_09@company.com,2024-02-16,Sync
eng_lead@company.com,staff_04@company.com,2024-02-23,Coffee
staff_06@company.com,sales_lead@company.com,2024-02-17,Update
staff_05@company.com,staff_06@company.com,2024-02-27,Planning
staff_01@company.com,hr_lead@company.com,2024-02-02,Coffee
staff_09@company.com,staff_10@company.com,2024-02-03,Report
cto@company.com,staff_04@company.com,2024-01-17,Update
cto@company.com,staff_12@company.com,2024-01-28,Update
cto@company.com,staff_14@company.com,2024-01-20,Update
cto@company.com,staff_15@company.com,2024-02-22,Coffee
staff_05@company.com,staff_04@company.com,2024-01-13,Report
sales_lead@company.com,staff_02@company.com,2024-01-17,Coffee
staff_12@company.com,staff_05@company.com,2024-01-13,Planning
ceo@company.com,staff_05@company.com,2024-02-17,Coffee
sales_lead@company.com,staff_14@company.com,2024-01-09,Sync
cto@company.com,staff_08@company.com,2024-01-01,Report
ceo@company.com,staff_06@company.com,2024-02-07,Coffee
staff_10@company.com,staff_08@company.com,2024-01-20,Planning
staff_09@company.com,staff_04@company.com,2024-02-08,Planning
staff_11@company.com,staff_10@company.com,2024-01-29,Update
ceo@company.com,staff_07@company.com,2024-01-02,Sync
staff_01@company.com,staff_10@company.com,2024-02-14,Update
staff_09@company.com,staff_03@company.com,2024-01-24,Update
ceo@company.com,staff_02@company.com,2024-01-23,Coffee
staff_15@company.com,staff_13@company.com,2024-02-08,Sync
staff_15@company.com,hr_lead@company.com,2024-01-28,Report
sales_lead@company.com,staff_08@company.com,2024-02-25,Update
staff_12@company.com,ceo@company.com,2024-01-01,Planning
cto@company.com,staff_02@company.com,2024-01-19,Coffee
ceo@company.com,cto@company.com,2024-01-24,Coffee
cto@company.com,staff_05@company.com,2024-02-22,Sync
ceo@company.com,sales_lead@company.com,2024-01-08,Update
cto@company.com,staff_03@company.com,2024-01-08,Coffee
staff_06@company.com,staff_02@company.com,2024-01-07,Coffee
ceo@company.com,staff_09@company.com,2024-02-26,Planning
staff_01@company.com,hr_lead@company.com,2024-01-19,Report
staff_14@company.com,staff_01@company.com,2024-02-21,Update
staff_09@company.com,sales_lead@company.com,2024-01-24,Sync
ceo@company.com,staff_05@company.com,2024-01-01,Update
staff_06@company.com,staff_04@company.com,2024-01-02,Update
staff_08@company.com,staff_11@company.com,2024-02-20,Update
hr_lead@company.com,cto@company.com,2024-02-07,Coffee
hr_lead@company.com,staff_14@company.com,2024-01-16,Coffee
staff_09@company.com,staff_01@company.com,2024-02-15,Planning
staff_14@company.com,cto@company.com,2024-01-16,Sync
cto@company.com,staff_05@company.com,2024-03-01,Sync
staff_07@company.com,staff_14@company.com,2024-02-23,Update
cto@company.com,hr_lead@company.com,2024-01-12,Coffee
staff_03@company.com,staff_04@company.com,2024-01-25,Report
staff_04@company.com,staff_12@company.com,2024-01-21,Update
staff_09@company.com,sales_lead@company.com,2024-01-15,Update
sales_lead@company.com,staff_15@company.com,2024-02-11,Report
staff_10@company.com,staff_15@company.com,2024-01-15,Coffee
staff_12@company.com,staff_15@company.com,2024-01-11,Sync
staff_02@company.com,staff_03@company.com,2024-01-31,Update
cto@company.com,staff_03@company.com,2024-01-25,Report
staff_03@company.com,staff_06@company.com,2024-03-01,Sync
staff_08@company.com,staff_11@company.com,2024-02-15,Update
staff_06@company.com,eng_lead@company.com,2024-01-04,Update
eng_lead@company.com,staff_15@company.com,2024-02-14,Coffee
cto@company.com,staff_02@company.com,2024-02-22,Planning
staff_15@company.com,cto@company.com,2024-02-07,Coffee
ceo@company.com,staff_07@company.com,2024-02-05,Coffee
staff_14@company.com,ceo@company.com,2024-01-07,Report
staff_04@company.com,hr_lead@company.com,2024-02-02,Update
staff_14@company.com,staff_15@company.com,2024-02-02,Report
staff_11@company.com,staff_08@company.com,2024-01-29,Report
cto@company.com,staff_15@company.com,2024-02-05,Planning
staff_02@company.com,staff_14@company.com,2024-01-10,Coffee
staff_01@company.com,staff_02@company.com,2024-01-31,Coffee
ceo@company.com,sales_lead@company.com,2024-01-11,Sync
ceo@company.com,cto@company.com,2024-02-01,Coffee
staff_15@company.com,staff_07@company.com,2024-02-29,Sync
staff_03@company.com,staff_01@company.com,2024-02-22,Coffee
cto@company.com,staff_09@company.com,2024-02-23,Sync
staff_09@company.com,staff_11@company.com,2024-01-23,Sync
hr_lead@company.com,sales_lead@company.com,2024-02-23,Planning
eng_lead@company.com,staff_05@company.com,2024-02-16,Planning
staff_10@company.com,staff_09@company.com,2024-01-18,Report
staff_08@company.com,staff_09@company.com,2024-02-05,Planning
ceo@company.com,staff_12@company.com,2024-02-26,Sync
ceo@company.com,cto@company.com,2024-02-08,Coffee
ceo@company.com,staff_15@company.com,2024-02-13,Coffee
staff_04@company.com,staff_11@company.com,2024-01-08,Report
staff_04@company.com,staff_05@company.com,2024-01-31,Planning
staff_04@company.com,staff_11@company.com,2024-01-09,Update
staff_14@company.com,ceo@company.com,2024-01-23,Planning
staff_09@company.com,staff_02@company.com,2024-01-24,Planning
cto@company.com,staff_05@company.com,2024-02-28,Report
staff_08@company.com,hr_lead@company.com,2024-02-07,Coffee
ceo@company.com,staff_15@company.com,2024-01-15,Update
ceo@company.com,staff_13@company.com,2024-02-12,Planning
staff_02@company.com,sales_lead@company.com,2024-02-19,Coffee
staff_05@company.com,staff_07@company.com,2024-02-10,Sync
ceo@company.com,staff_09@company.com,2024-02-27,Coffee
staff_11@company.com,sales_lead@company.com,2024-02-28,Update
staff_08@company.com,staff_10@company.com,2024-02-25,Report
staff_02@company.com,ceo@company.com,2024-01-30,Sync
staff_01@company.com,staff_03@company.com,2024-01-29,Coffee
staff_07@company.com,staff_05@company.com,2024-02-03,Sync
cto@company.com,staff_11@company.com,2024-01-03,Planning
staff_10@company.com,staff_09@company.com,2024-02-03,Update
cto@company.com,staff_01@company.com,2024-02-05,Update
staff_01@company.com,staff_02@company.com,2024-02-19,Planning
cto@company.com,sales_lead@company.com,2024-02-05,Planning
cto@company.com,staff_09@company.com,2024-02-27,Coffee
staff_05@company.com,staff_06@company.com,2024-02-27,Coffee
cto@company.com,staff_05@company.com,2024-02-25,Report
staff_04@company.com,staff_11@company.com,2024-02-26,Planning
ceo@company.com,staff_12@company.com,2024-02-09,Planning
staff_06@company.com,ceo@company.com,2024-01-12,Coffee
ceo@company.com,staff_09@company.com,2024-02-29,Update
staff_08@company.com,staff_10@company.com,2024-01-25,Report
staff_08@company.com,staff_10@company.com,2024-01-29,Update
sales_lead@company.com,staff_08@company.com,2024-01-20,Coffee
staff_01@company.com,staff_09@company.com,2024-01-30,Planning
eng_lead@company.com,staff_12@company.com,2024-01-29,Report
hr_lead@company.com,staff_01@company.com,2024-01-13,Report
staff_01@company.com,staff_11@company.com,2024-01-02,Report
staff_13@company.com,hr_lead@company.com,2024-02-09,Coffee
ceo@company.com,staff_01@company.com,2024-02-07,Coffee
cto@company.com,hr_lead@company.com,2024-02-21,Planning
eng_lead@company.com,staff_14@company.com,2024-02-17,Sync
ceo@company.com,staff_01@company.com,2024-02-02,Coffee
eng_lead@company.com,staff_13@company.com,2024-01-03,Sync
eng_lead@company.com,staff_05@company.com,2024-02-07,Report
staff_10@company.com,sales_lead@company.com,2024-01-12,Planning
staff_05@company.com,staff_06@company.com,2024-01-03,Coffee
cto@company.com,staff_08@company.com,2024-02-10,Sync
cto@company.com,staff_12@company.com,2024-01-17,Planning
ceo@company.com,staff_11@company.com,2024-02-01,Coffee
staff_10@company.com,ceo@company.com,2024-02-19,Coffee
hr_lead@company.com,staff_03@company.com,2024-01-18,Sync
staff_06@company.com,cto@company.com,2024-02-17,Planning
cto@company.com,staff_02@company.com,2024-02-02,Planning
staff_11@company.com,staff_12@company.com,2024-02-17,Planning
staff_08@company.com,staff_15@company.com,2024-02-09,Report
staff_08@company.com,sales_lead@company.com,2024-01-26,Report
cto@company.com,staff_13@company.com,2024-01-24,Sync
ceo@company.com,staff_14@company.com,2024-01-11,Planning
staff_05@company.com,eng_lead@company.com,2024-02-24,Planning
cto@company.com,staff_07@company.com,2024-01-12,Report
staff_08@company.com,staff_09@company.com,2024-01-07,Update
staff_11@company.com,ceo@company.com,2024-02-08,Planning
staff_06@company.com,eng_lead@company.com,2024-02-05,Update
staff_04@company.com,staff_05@company.com,2024-01-28,Coffee
staff_06@company.com,staff_04@company.com,2024-02-14,Update
staff_06@company.com,staff_09@company.com,2024-02-20,Update
staff_10@company.com,staff_08@company.com,2024-01-06,Report
staff_02@company.com,cto@company.com,2024-02-02,Report
cto@company.com,staff_15@company.com,2024-01-06,Update
staff_11@company.com,staff_10@company.com,2024-02-27,Report
staff_08@company.com,staff_10@company.com,2024-02-25,Update
cto@company.com,staff_15@company.com,2024-01-31,Report
sales_lead@company.com,staff_09@company.com,2024-01-13,Planning
cto@company.com,staff_10@company.com,2024-01-18,Planning
staff_15@company.com,staff_02@company.com,2024-02-03,Planning
staff_01@company.com,hr_lead@company.com,2024-01-18,Update
staff_07@company.com,staff_05@company.com,2024-02-20,Update
staff_05@company.com,eng_lead@company.com,2024-02-27,Coffee
cto@company.com,staff_08@company.com,2024-01-16,Sync
sales_lead@company.com,staff_06@company.com,2024-01-11,Coffee
staff_01@company.com,staff_02@company.com,2024-01-29,Update
ceo@company.com,staff_02@company.com,2024-02-22,Update
sales_lead@company.com,staff_11@company.com,2024-01-19,Update
staff_15@company.com,sales_lead@company.com,2024-02-02,Report
staff_14@company.com,staff_10@company.com,2024-01-29,Report
sales_lead@company.com,staff_10@company.com,2024-02-26,Report
staff_12@company.com,sales_lead@company.com,2024-01-13,Update
cto@company.com,sales_lead@company.com,2024-02-29,Coffee
eng_lead@company.com,staff_04@company.com,2024-02-23,Update
staff_01@company.com,staff_02@company.com,2024-02-13,Sync
staff_11@company.com,staff_10@company.com,2024-02-10,Report
staff_14@company.com,staff_02@company.com,2024-01-20,Report
staff_08@company.com,sales_lead@company.com,2024-02-06,Report
staff_01@company.com,ceo@company.com,2024-02-05,Coffee
hr_lead@company.com,staff_04@company.com,2024-02-24,Planning
ceo@company.com,staff_13@company.com,2024-02-15,Report
staff_11@company.com,staff_01@company.com,2024-02-07,Update
staff_01@company.com,hr_lead@company.com,2024-01-07,Sync
cto@company.com,staff_14@company.com,2024-02-02,Report
staff_04@company.com,staff_08@company.com,2024-01-08,Update
staff_11@company.com,staff_08@company.com,2024-01-10,Report
cto@company.com,staff_02@company.com,2024-02-29,Update
staff_08@company.com,staff_05@company.com,2024-02-04,Sync
staff_14@company.com,staff_11@company.com,2024-01-23,Coffee
staff_13@company.com,staff_11@company.com,2024-02-21,Sync
staff_08@company.com,staff_03@company.com,2024-01-31,Planning
ceo@company.com,staff_11@company.com,2024-02-24,Sync
staff_05@company.com,staff_07@company.com,2024-01-26,Report
staff_03@company.com,ceo@company.com,2024-02-24,Report
staff_07@company.com,staff_13@company.com,2024-01-04,Update
cto@company.com,staff_10@company.com,2024-01-07,Sync
cto@company.com,staff_09@company.com,2024-02-14,Update
cto@company.com,staff_04@company.com,2024-02-25,Planning
staff_01@company.com,hr_lead@company.com,2024-01-19,Update
staff_06@company.com,staff_08@company.com,2024-01-26,Planning
staff_15@company.com,staff_11@company.com,2024-02-12,Update
sales_lead@company.com,staff_09@company.com,2024-02-17,Sync
eng_lead@company.com,staff_07@company.com,2024-01-02,Update
ceo@company.com,cto@company.com,2024-02-04,Report
ceo@company.com,staff_11@company.com,2024-01-08,Report
ceo@company.com,staff_11@company.com,2024-01-15,Update
cto@company.com,staff_09@company.com,2024-02-26,Report
staff_10@company.com,staff_06@company.com,2024-01-11,Coffee
eng_lead@company.com,staff_02@company.com,2024-02-26,Update
sales_lead@company.com,staff_11@company.com,2024-01-06,Report
staff_08@company.com,staff_10@company.com,2024-02-16,Sync
staff_10@company.com,staff_07@company.com,2024-02-05,Update
staff_10@company.com,staff_11@company.com,2024-01-03,Report
staff_12@company.com,staff_08@company.com,2024-02-14,Update
cto@company.com,staff_14@company.com,2024-02-24,Sync
staff_09@company.com,hr_lead@company.com,2024-02-10,Sync
cto@company.com,staff_15@company.com,2024-01-21,Planning
cto@company.com,staff_08@company.com,2024-01-25,Planning
ceo@company.com,staff_12@company.com,2024-02-28,Sync
staff_07@company.com,staff_04@company.com,2024-02-17,Planning
staff_11@company.com,staff_09@company.com,2024-02-15,Report
cto@company.com,staff_12@company.com,2024-02-12,Sync
eng_lead@company.com,staff_04@company.com,2024-02-20,Report
staff_10@company.com,staff_12@company.com,2024-01-29,Report
ceo@company.com,staff_08@company.com,2024-02-15,Update
staff_06@company.com,staff_04@company.com,2024-01-05,Planning
staff_09@company.com,staff_08@company.com,2024-01-20,Report
cto@company.com,hr_lead@company.com,2024-02-09,Coffee
ceo@company.com,cto@company.com,2024-01-01,Update
staff_09@company.com,staff_11@company.com,2024-01-10,Planning
sales_lead@company.com,staff_14@company.com,2024-01-01,Coffee
staff_01@company.com,hr_lead@company.com,2024-02-22,Update
staff_09@company.com,staff_10@company.com,2024-01-15,Report
staff_07@company.com,staff_12@company.com,2024-02-16,Update
hr_lead@company.com,staff_02@company.com,2024-02-04,Sync
cto@company.com,staff_13@company.com,2024-02-18,Report
staff_01@company.com,staff_03@company.com,2024-01-08,Report
staff_13@company.com,staff_04@company.com,2024-02-17,Planning
cto@company.com,staff_06@company.com,2024-01-05,Sync
cto@company.com,eng_lead@company.com,2024-02-22,Planning
eng_lead@company.com,staff_07@company.com,2024-01-22,Coffee
staff_06@company.com,staff_11@company.com,2024-02-27,Sync
cto@company.com,staff_13@company.com,2024-03-01,Sync
staff_11@company.com,staff_07@company.com,2024-02-26,Planning
cto@company.com,staff_14@company.com,2024-02-11,Report
staff_12@company.com,staff_02@company.com,2024-01-29,Report
ceo@company.com,staff_04@company.com,2024-01-26,Planning
staff_08@company.com,staff_11@company.com,2024-01-22,Coffee
cto@company.com,staff_07@company.com,2024-02-05,Coffee
staff_13@company.com,staff_10@company.com,2024-02-17,Update
ceo@company.com,staff_14@company.com,2024-01-21,Sync
staff_01@company.com,staff_06@company.com,2024-01-15,Planning
staff_01@company.com,hr_lead@company.com,2024-02-20,Report
staff_06@company.com,eng_lead@company.com,2024-02-24,Sync
staff_08@company.com,staff_06@company.com,2024-02-18,Update
staff_02@company.com,staff_11@company.com,2024-02-19,Coffee
ceo@company.com,staff_08@company.com,2024-01-05,Coffee
cto@company.com,staff_03@company.com,2024-01-26,Coffee
staff_05@company.com,eng_lead@company.com,2024-02-14,Report
hr_lead@company.com,staff_01@company.com,2024-01-15,Report
staff_10@company.com,sales_lead@company.com,2024-01-08,Update
eng_lead@company.com,staff_08@company.com,2024-02-21,Sync
staff_04@company.com,staff_15@company.com,2024-02-07,Update
cto@company.com,staff_15@company.com,2024-01-23,Planning
staff_09@company.com,sales_lead@company.com,2024-01-27,Update
staff_08@company.com,staff_09@company.com,2024-01-25,Update
staff_04@company.com,cto@company.com,2024-01-02,Planning
cto@company.com,staff_11@company.com,2024-01-05,Update
cto@company.com,staff_04@company.com,2024-02-14,Coffee
eng_lead@company.com,staff_05@company.com,2024-01-31,Sync
staff_02@company.com,staff_03@company.com,2024-02-22,Report
eng_lead@company.com,staff_06@company.com,2024-01-31,Planning
staff_01@company.com,staff_03@company.com,2024-02-10,Report
eng_lead@company.com,staff_01@company.com,2024-01-15,Coffee
sales_lead@company.com,staff_04@company.com,2024-01-03,Sync
ceo@company.com,staff_03@company.com,2024-01-18,Sync
hr_lead@company.com,staff_01@company.com,2024-01-24,Sync
ceo@company.com,staff_14@company.com,2024-02-11,Planning
cto@company.com,staff_03@company.com,2024-02-21,Update
staff_04@company.com,staff_13@company.com,2024-01-06,Coffee
staff_07@company.com,staff_04@company.com,2024-02-08,Sync
staff_02@company.com,staff_03@company.com,2024-02-02,Sync
staff_13@company.com,staff_12@company.com,2024-01-15,Report
ceo@company.com,staff_10@company.com,2024-01-16,Report
staff_08@company.com,staff_10@company.com,2024-01-16,Report
staff_07@company.com,eng_lead@company.com,2024-02-24,Update
staff_14@company.com,hr_lead@company.com,2024-02-09,Coffee
staff_07@company.com,staff_10@company.com,2024-01-26,Report
cto@company.com,staff_04@company.com,2024-02-17,Coffee
staff_04@company.com,staff_10@company.com,2024-01-15,Report
staff_07@company.com,cto@company.com,2024-02-14,Report
staff_10@company.com,sales_lead@company.com,2024-01-18,Coffee
staff_07@company.com,staff_05@company.com,2024-02-18,Report
staff_02@company.com,hr_lead@company.com,2024-01-28,Coffee
sales_lead@company.com,staff_06@company.com,2024-01-08,Update
staff_06@company.com,eng_lead@company.com,2024-02-08,Coffee
staff_05@company.com,eng_lead@company.com,2024-03-01,Report
ceo@company.com,sales_lead@company.com,2024-01-07,Report
sales_lead@company.com,staff_13@company.com,2024-02-17,Planning
staff_11@company.com,staff_02@company.com,2024-01-07,Report
staff_11@company.com,staff_10@company.com,2024-01-28,Planning
staff_12@company.com,staff_08@company.com,2024-02-15,Sync
staff_09@company.com,cto@company.com,2024-01-26,Coffee
staff_04@company.com,staff_07@company.com,2024-01-15,Update
staff_07@company.com,staff_04@company.com,2024-03-01,Coffee
staff_02@company.com,hr_lead@company.com,2024-01-16,Update
ceo@company.com,sales_lead@company.com,2024-01-23,Update
ceo@company.com,staff_10@company.com,2024-01-07,Sync
staff_02@company.com,staff_03@company.com,2024-01-08,Coffee
ceo@company.com,staff_08@company.com,2024-01-18,Planning
staff_05@company.com,staff_11@company.com,2024-01-26,Coffee
cto@company.com,staff_15@company.com,2024-02-28,Update
ceo@company.com,staff_11@company.com,2024-01-28,Sync
sales_lead@company.com,staff_08@company.com,2024-01-05,Update
staff_05@company.com,staff_04@company.com,2024-01-23,Report
staff_08@company.com,staff_09@company.com,2024-02-07,Report
staff_06@company.com,staff_02@company.com,2024-01-17,Update
ceo@company.com,staff_11@company.com,2024-02-09,Report
staff_13@company.com,staff_04@company.com,2024-01-10,Coffee
staff_04@company.com,eng_lead@company.com,2024-01-04,Planning
cto@company.com,staff_01@company.com,2024-02-12,Sync
cto@company.com,hr_lead@company.com,2024-01-29,Update
staff_08@company.com,sales_lead@company.com,2024-01-11,Planning
cto@company.com,staff_07@company.com,2024-01-07,Sync
staff_08@company.com,sales_lead@company.com,2024-01-23,Update
staff_09@company.com,sales_lead@company.com,2024-01-19,Sync
staff_01@company.com,hr_lead@company.com,2024-01-13,Planning
staff_14@company.com,staff_05@company.com,2024-02-18,Coffee
sales_lead@company.com,staff_08@company.com,2024-02-19,Coffee
cto@company.com,staff_06@company.com,2024-01-07,Planning
eng_lead@company.com,staff_15@company.com,2024-02-29,Report
staff_07@company.com,hr_lead@company.com,2024-01-31,Planning
staff_14@company.com,eng_lead@company.com,2024-02-24,Update
eng_lead@company.com,cto@company.com,2024-02-08,Sync
ceo@company.com,staff_14@company.com,2024-02-14,Planning
staff_10@company.com,staff_02@company.com,2024-02-09,Update
eng_lead@company.com,staff_04@company.com,2024-02-27,Report
staff_05@company.com,eng_lead@company.com,2024-01-07,Coffee
cto@company.com,staff_01@company.com,2024-01-17,Update
eng_lead@company.com,staff_05@company.com,2024-01-30,Coffee
ceo@company.com,staff_10@company.com,2024-02-21,Report
staff_10@company.com,sales_lead@company.com,2024-02-13,Update
staff_05@company.com,staff_08@company.com,2024-01-12,Coffee
staff_15@company.com,ceo@company.com,2024-02-22,Update
staff_06@company.com,staff_07@company.com,2024-02-10,Planning
staff_09@company.com,staff_11@company.com,2024-01-12,Coffee
staff_04@company.com,staff_07@company.com,2024-02-15,Report
eng_lead@company.com,staff_15@company.com,2024-02-26,Planning
staff_08@company.com,staff_04@company.com,2024-01-16,Report
staff_10@company.com,staff_02@company.com,2024-01-07,Coffee
ceo@company.com,sales_lead@company.com,2024-01-23,Planning
staff_09@company.com,staff_08@company.com,2024-02-09,Coffee
staff_07@company.com,cto@company.com,2024-02-17,Planning
staff_13@company.com,staff_01@company.com,2024-02-16,Sync
eng_lead@company.com,staff_07@company.com,2024-01-27,Update
staff_05@company.com,staff_06@company.com,2024-02-02,Coffee
staff_09@company.com,staff_07@company.com,2024-01-23,Report
cto@company.com,staff_08@company.com,2024-01-19,Report
cto@company.com,staff_13@company.com,2024-01-12,Coffee
hr_lead@company.com,staff_01@company.com,2024-02-18,Planning
staff_01@company.com,staff_15@company.com,2024-02-03,Coffee
staff_04@company.com,staff_15@company.com,2024-02-03,Planning
cto@company.com,eng_lead@company.com,2024-01-06,Planning
staff_11@company.com,staff_05@company.com,2024-01-17,Coffee
eng_lead@company.com,staff_15@company.com,2024-02-14,Planning
hr_lead@company.com,sales_lead@company.com,2024-02-07,Update
ceo@company.com,staff_15@company.com,2024-02-21,Coffee
cto@company.com,staff_04@company.com,2024-02-10,Update
staff_02@company.com,staff_10@company.com,2024-01-15,Report
staff_05@company.com,staff_06@company.com,2024-01-31,CONFIDENTIAL: Internal Data Export
ceo@company.com,staff_09@company.com,2024-01-31,Report
staff_04@company.com,staff_05@company.com,2024-01-23,Planning
eng_lead@company.com,staff_06@company.com,2024-02-29,Coffee
eng_lead@company.com,staff_02@company.com,2024-01-15,Report
staff_08@company.com,staff_09@company.com,2024-01-12,Sync
ceo@company.com,staff_09@company.com,2024-02-15,Report
staff_11@company.com,ceo@company.com,2024-02-01,Report
staff_13@company.com,staff_11@company.com,2024-02-02,Sync
ceo@company.com,sales_lead@company.com,2024-01-07,Report
ceo@company.com,staff_03@company.com,2024-01-28,Update
staff_03@company.com,hr_lead@company.com,2024-01-07,Coffee
cto@company.com,staff_10@company.com,2024-01-11,Sync
sales_lead@company.com,staff_10@company.com,2024-02-03,Update
ceo@company.com,staff_03@company.com,2024-02-15,Planning
staff_01@company.com,staff_03@company.com,2024-01-07,Report
staff_10@company.com,staff_08@company.com,2024-02-26,Coffee
cto@company.com,staff_02@company.com,2024-01-23,Coffee
staff_10@company.com,staff_03@company.com,2024-02-29,Report
staff_11@company.com,staff_10@company.com,2024-01-15,Sync
ceo@company.com,staff_10@company.com,2024-01-25,Coffee
staff_14@company.com,staff_01@company.com,2024-02-22,Planning
staff_03@company.com,cto@company.com,2024-01-20,Coffee
staff_10@company.com,staff_09@company.com,2024-01-05,Planning
staff_01@company.com,staff_03@company.com,2024-01-17,Update
ceo@company.com,staff_12@company.com,2024-02-15,Update
staff_15@company.com,staff_01@company.com,2024-02-12,Update
staff_14@company.com,sales_lead@company.com,2024-02-20,Sync
ceo@company.com,staff_10@company.com,2024-02-08,Coffee
staff_02@company.com,cto@company.com,2024-02-11,Planning
hr_lead@company.com,staff_07@company.com,2024-01-11,Update
ceo@company.com,staff_11@company.com,2024-02-14,Coffee
staff_15@company.com,staff_04@company.com,2024-01-24,Planning
ceo@company.com,staff_15@company.com,2024-02-08,Update
staff_03@company.com,staff_15@company.com,2024-01-24,Planning
staff_03@company.com,hr_lead@company.com,2024-01-11,Coffee
staff_12@company.com,staff_02@company.com,2024-01-23,Update
ceo@company.com,staff_02@company.com,2024-01-31,Report
cto@company.com,staff_02@company.com,2024-02-09,Update
sales_lead@company.com,staff_09@company.com,2024-01-12,Update
eng_lead@company.com,hr_lead@company.com,2024-02-15,Planning
hr_lead@company.com,sales_lead@company.com,2024-02-19,Update
staff_04@company.com,staff_05@company.com,2024-02-29,Planning
staff_04@company.com,sales_lead@company.com,2024-02-08,Report
sales_lead@company.com,staff_10@company.com,2024-02-25,Update
staff_03@company.com,staff_14@company.com,2024-02-17,Sync
staff_09@company.com,sales_lead@company.com,2024-01-31,Sync
staff_03@company.com,staff_02@company.com,2024-01-20,Report
ceo@company.com,staff_06@company.com,2024-02-18,Report
sales_lead@company.com,cto@company.com,2024-01-07,Update
staff_03@company.com,staff_02@company.com,2024-01-08,Report
staff_02@company.com,staff_12@company.com,2024-01-06,Report
eng_lead@company.com,staff_07@company.com,2024-01-02,Planning
ceo@company.com,hr_lead@company.com,2024-02-09,Report
staff_05@company.com,eng_lead@company.com,2024-01-08,Update
staff_09@company.com,sales_lead@company.com,2024-02-23,Report
staff_06@company.com,staff_05@company.com,2024-01-28,Planning
cto@company.com,staff_12@company.com,2024-02-14,Report
ceo@company.com,staff_02@company.com,2024-01-20,Planning
staff_11@company.com,sales_lead@company.com,2024-01-13,Report
staff_05@company.com,staff_02@company.com,2024-01-22,CONFIDENTIAL: Internal Data Export
staff_07@company.com,eng_lead@company.com,2024-01-25,Sync
staff_04@company.com,hr_lead@company.com,2024-01-19,Report
cto@company.com,staff_04@company.com,2024-02-13,Report
staff_04@company.com,staff_02@company.com,2024-02-08,Planning
sales_lead@company.com,staff_09@company.com,2024-02-02,Report
hr_lead@company.com,staff_15@company.com,2024-01-12,Update
staff_05@company.com,staff_11@company.com,2024-01-28,CONFIDENTIAL: Internal Data Export
staff_08@company.com,staff_02@company.com,2024-02-09,Planning
ceo@company.com,staff_12@company.com,2024-01-21,Sync
staff_14@company.com,staff_10@company.com,2024-01-22,Planning
staff_08@company.com,staff_05@company.com,2024-02-12,Report
staff_13@company.com,eng_lead@company.com,2024-02-24,Coffee
staff_06@company.com,staff_02@company.com,2024-01-19,Report
staff_15@company.com,staff_11@company.com,2024-01-28,Coffee
ceo@company.com,staff_05@company.com,2024-01-14,Update
staff_04@company.com,staff_07@company.com,2024-01-11,Coffee
staff_08@company.com,staff_09@company.com,2024-01-03,Coffee
staff_08@company.com,staff_09@company.com,2024-02-10,Report
staff_01@company.com,hr_lead@company.com,2024-01-24,Report
staff_01@company.com,staff_05@company.com,2024-01-10,Sync
staff_11@company.com,staff_08@company.com,2024-02-14,Sync
ceo@company.com,staff_04@company.com,2024-02-20,Coffee
staff_05@company.com,staff_07@company.com,2024-02-07,Sync
cto@company.com,staff_01@company.com,2024-02-18,Report
